No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
238,AIT,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,4.84B,17.56,126.33,0.65%,"72,978"
239,AIU,Meta Data Limited,Consumer Defensive,Education & Training Services,China,15.10M,-,1.07,3.88%,"10,629"
240,AIV,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,1.11B,4.07,7.32,0.00%,"899,782"
242,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,39.65B,37.05,188.41,0.20%,"351,119"
243,AJRD,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,USA,4.50B,48.99,55.80,0.09%,"1,443,280"
244,AJX,Great Ajax Corp.,Real Estate,REIT - Mortgage,USA,166.02M,-,7.25,0.00%,"90,710"
245,AKA,a.k.a. Brands Holding Corp.,Consumer Cyclical,Internet Retail,USA,175.20M,-,1.33,-2.21%,"21,593"
246,AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,13.01B,26.65,83.16,0.53%,"813,771"
247,AKAN,Akanda Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,5.40M,-,0.14,-10.06%,"135,290"
248,AKBA,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,75.55M,-,0.43,3.82%,"681,641"
249,AKIC,Sports Ventures Acquisition Corp.,Financial,Shell Companies,USA,296.99M,73.76,10.10,0.05%,"116,595"
250,AKLI,"Akili, Inc.",Healthcare,Health Information Services,USA,90.00M,-,1.16,8.41%,"75,756"
251,AKO-A,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.94B,9.22,10.14,-1.84%,"2,030"
252,AKO-B,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.96B,11.88,14.00,2.15%,"10,127"
253,AKR,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1.34B,-,14.30,1.35%,"267,380"
254,AKRO,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,2.24B,-,48.85,2.00%,"699,379"
255,AKTS,"Akoustis Technologies, Inc.",Technology,Communication Equipment,USA,149.99M,-,2.48,-4.98%,"483,021"
256,AKTX,"Akari Therapeutics, Plc",Healthcare,Biotechnology,United Kingdom,33.80M,-,0.45,-0.88%,"49,502"
257,AKYA,"Akoya Biosciences, Inc.",Healthcare,Medical Instruments & Supplies,USA,386.00M,-,10.15,-0.20%,"166,449"
258,AL,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,4.10B,-,37.36,1.14%,"300,903"
259,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,26.47B,17.21,226.96,0.43%,"678,752"
260,ALBO,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,413.36M,-,19.37,-3.00%,"142,282"
262,ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,33.20B,58.91,67.75,-0.19%,"565,169"
263,ALCC,AltC Acquisition Corp.,Financial,Shell Companies,USA,632.52M,988.00,9.88,-0.10%,"1,032"
264,ALCO,"Alico, Inc.",Consumer Defensive,Farm Products,USA,179.59M,14.36,23.85,0.85%,"107,533"
265,ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,USA,380.09M,-,6.60,1.69%,"278,918"
266,ALE,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,3.69B,17.62,64.65,0.05%,"129,312"
267,ALEC,"Alector, Inc.",Healthcare,Biotechnology,USA,731.86M,-,8.84,-0.11%,"505,673"
268,ALEX,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,1.34B,49.55,18.68,0.86%,"102,152"
269,ALG,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,1.67B,18.35,141.53,1.67%,"24,862"
270,ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,USA,5.72B,48.70,30.24,1.20%,"677,008"
271,ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,USA,15.89B,31.53,203.67,0.09%,"931,528"
272,ALGS,"Aligos Therapeutics, Inc.",Healthcare,Biotechnology,USA,40.69M,-,0.91,-4.24%,"145,924"
273,ALGT,Allegiant Travel Company,Industrials,Airlines,USA,1.18B,-,65.70,2.61%,"198,550"
274,ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans,USA,2.20B,-,11.45,-2.39%,"704,630"
275,ALIM,"Alimera Sciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,14.80M,-,2.18,3.06%,"5,899"
276,ALIT,"Alight, Inc.",Technology,Software - Application,USA,3.84B,48.58,8.21,0.37%,"934,334"
277,ALK,"Alaska Air Group, Inc.",Industrials,Airlines,USA,5.44B,146.81,43.31,1.00%,"970,316"
278,ALKS,Alkermes plc,Healthcare,Biotechnology,Ireland,4.21B,-,25.49,-0.47%,"1,057,003"
279,ALKT,"Alkami Technology, Inc.",Technology,Software - Application,USA,1.26B,-,13.62,-1.30%,"102,269"
280,ALL,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,35.92B,-,136.37,0.69%,"872,717"
282,ALLG,Allego N.V.,Consumer Cyclical,Auto Parts,Netherlands,836.31M,-,3.09,-1.28%,"46,533"
283,ALLK,Allakos Inc.,Healthcare,Biotechnology,USA,689.32M,-,7.74,-4.33%,"632,309"
284,ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,872.48M,-,5.96,-1.49%,"1,189,791"
285,ALLR,"Allarity Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.30M,-,0.22,-7.50%,"472,093"
286,ALLT,Allot Ltd.,Technology,Communication Equipment,Israel,115.01M,-,3.21,4.22%,"389,066"
287,ALLY,Ally Financial Inc.,Financial,Credit Services,USA,7.01B,4.04,23.93,1.92%,"3,060,763"
288,ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,29.46B,-,237.90,-0.66%,"417,093"
289,ALOT,"AstroNova, Inc.",Technology,Computer Hardware,USA,88.16M,169.86,12.06,0.50%,"10,337"
290,ALPN,"Alpine Immune Sciences, Inc.",Healthcare,Biotechnology,USA,332.00M,-,6.52,-9.82%,"106,908"
291,ALPP,"Alpine 4 Holdings, Inc.",Industrials,Conglomerates,USA,87.42M,-,0.50,2.88%,"497,673"
292,ALPS,"Alpine Summit Energy Partners, Inc.",Energy,Oil & Gas E&P,USA,177.07M,9.79,5.19,1.84%,"4,824"
293,ALR,AlerisLife Inc.,Healthcare,Medical Care Facilities,USA,23.80M,-,0.74,1.20%,"16,833"
294,ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,2.46B,56.08,48.96,-0.73%,"157,295"
295,ALRN,"Aileron Therapeutics, Inc.",Healthcare,Biotechnology,USA,10.40M,-,2.26,-0.83%,"7,336"
296,ALRS,Alerus Financial Corporation,Financial,Banks - Regional,USA,462.07M,10.18,23.29,0.74%,"13,580"
297,ALSN,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,3.90B,8.16,42.25,0.28%,"640,307"
298,ALT,"Altimmune, Inc.",Healthcare,Biotechnology,USA,769.87M,-,15.33,-2.11%,"2,004,121"
299,ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services,USA,400.54M,63.30,12.47,0.24%,"39,659"
300,ALTL,Pacer Lunt Large Cap Alternator ETF,Financial,Exchange Traded Fund,USA,-,-,40.71,0.72%,"151,203"
302,ALTR,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,3.62B,-,44.59,-1.15%,"182,554"
303,ALTU,Altitude Acquisition Corp.,Financial,Shell Companies,USA,91.09M,25.60,9.93,0.04%,"11,039"
304,ALTY,Global X Alternative Income ETF,Financial,Exchange Traded Fund,USA,-,-,11.15,0.18%,"10,054"
305,ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,6.42B,17.09,74.57,0.08%,"611,533"
306,ALVO,Alvotech,Healthcare,Drug Manufacturers - Specialty & Generic,Luxembourg,2.42B,34.48,10.00,2.67%,"387,602"
307,ALVR,"AlloVir, Inc.",Healthcare,Biotechnology,USA,507.68M,-,5.04,-7.52%,"286,590"
308,ALX,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.11B,9.30,217.46,-0.22%,"8,755"
309,ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology,USA,419.76M,-,11.14,8.16%,"155,641"
310,ALYA,Alithya Group Inc.,Technology,Information Technology Services,Canada,194.80M,-,1.49,-0.67%,"145,207"
311,ALZN,"Alzamend Neuro, Inc.",Healthcare,Biotechnology,USA,64.59M,-,0.65,-2.99%,"337,734"
312,AM,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,5.07B,16.28,10.89,2.74%,"2,273,009"
313,AMAL,Amalgamated Financial Corp.,Financial,Banks - Regional,USA,712.48M,9.93,23.11,-0.52%,"73,929"
314,AMAM,Ambrx Biopharma Inc.,Healthcare,Biotechnology,USA,63.29M,-,1.62,-1.22%,"781,975"
315,AMAO,American Acquisition Opportunity Inc.,Financial,Shell Companies,USA,34.67M,70.35,9.99,0.00%,"3,114"
316,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,82.39B,13.07,97.22,-0.39%,"4,753,535"
317,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,3.20B,-,81.21,-1.68%,"394,346"
318,AMBC,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,743.76M,2.33,16.65,0.67%,"188,975"
319,AMBO,Ambow Education Holding Ltd.,Consumer Defensive,Education & Training Services,China,7.62M,15.00,0.30,0.00%,"12,855"
320,AMBP,Ardagh Metal Packaging S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,2.81B,12.18,4.75,1.93%,"2,130,724"
322,AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,17.84B,21.85,12.06,0.67%,"5,087,653"
323,AMCX,AMC Networks Inc.,Communication Services,Broadcasting,USA,672.23M,2.35,15.55,-0.58%,"408,880"
324,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,102.96B,38.68,64.52,1.03%,"45,923,000"
325,AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,31.77B,28.51,139.38,0.77%,"412,196"
326,AMED,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,2.65B,22.12,81.75,0.23%,"173,326"
327,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,1.75B,21.00,29.89,-2.92%,"126,321"
328,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,5.85B,12.92,156.92,1.02%,"176,560"
329,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,141.54B,21.14,263.92,-0.51%,"1,465,564"
330,AMH,American Homes 4 Rent,Real Estate,REIT - Residential,USA,10.65B,49.95,30.47,1.09%,"1,060,386"
331,AMJ,JPMorgan Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,-,-,21.60,2.37%,"399,703"
332,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1.71B,18.83,22.99,-0.48%,"38,540"
333,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,USA,6.01B,7.37,24.50,-0.20%,"322,025"
334,AMLP,Alerian MLP ETF,Financial,Exchange Traded Fund,USA,-,-,37.81,2.47%,"1,589,705"
335,AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.40B,-,35.56,-1.66%,"581,424"
336,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,4.46B,9.97,103.46,0.46%,"267,371"
337,AMNB,American National Bankshares Inc.,Financial,Banks - Regional,USA,396.54M,10.73,37.73,0.96%,"10,423"
338,AMOT,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,517.19M,34.54,33.26,2.21%,"72,343"
339,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,32.77B,12.85,308.27,0.11%,"464,183"
340,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.40M,-,0.24,3.47%,"184,326"
342,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.38B,19.27,28.67,0.42%,"99,510"
343,AMPL,"Amplitude, Inc.",Technology,Software - Application,USA,1.31B,-,11.10,-3.98%,"612,295"
344,AMPS,"Altus Power, Inc.",Utilities,Utilities - Renewable,USA,1.07B,95.07,6.37,-4.35%,"677,914"
345,AMPX,"Amprius Technologies, Inc.",Industrials,Electrical Equipment & Parts,USA,599.69M,-,7.87,10.85%,"168,945"
346,AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,USA,299.46M,5.15,8.40,7.83%,"782,074"
347,AMR,"Alpha Metallurgical Resources, Inc.",Basic Materials,Coking Coal,USA,2.36B,1.93,150.68,2.01%,"149,923"
348,AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,2.86B,28.54,56.33,2.18%,"186,055"
349,AMRK,"A-Mark Precious Metals, Inc.",Financial,Capital Markets,USA,813.11M,5.56,34.41,-0.75%,"56,902"
350,AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,520.90M,-,1.25,-3.10%,"1,305,078"
351,AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,696.60M,-,1.94,-8.06%,"3,467,762"
352,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,661.80M,-,2.20,0.92%,"1,383,232"
353,AMS,American Shared Hospital Services,Healthcare,Medical Care Facilities,USA,17.51M,13.71,2.81,-1.06%,"6,898"
354,AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,USA,104.69M,-,3.40,-5.03%,"171,508"
355,AMSF,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1.01B,26.92,53.32,0.79%,"54,156"
356,AMST,Amesite Inc.,Technology,Software - Application,USA,7.00M,-,0.22,-4.26%,"117,801"
357,AMSWA,"American Software, Inc.",Technology,Software - Application,USA,485.52M,45.06,14.42,0.21%,"116,086"
358,AMT,American Tower Corporation,Real Estate,REIT - Specialty,USA,98.06B,33.72,212.45,0.88%,"1,146,744"
359,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,900.73M,8.79,26.96,1.09%,"46,488"
360,AMTD,AMTD IDEA Group,Financial,Capital Markets,Hong Kong,309.60M,0.63,1.63,-0.61%,"185,552"
362,AMTX,"Aemetis, Inc.",Energy,Oil & Gas Refining & Marketing,USA,134.90M,-,3.90,1.30%,"319,789"
363,AMUB,UBS ETRACS Alerian MLP Index ETN Series B,Financial,Exchange Traded Fund,USA,-,-,13.60,2.15%,"2,322"
364,AMV,"Atlis Motor Vehicles, Inc.",Consumer Cyclical,Auto Parts,USA,176.52M,-,4.49,14.25%,"103,682"
365,AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,848.47M,60.77,50.99,-0.10%,"79,147"
366,AMWL,American Well Corporation,Healthcare,Health Information Services,USA,886.79M,-,3.08,-4.35%,"907,175"
367,AMX,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,58.31B,14.29,18.74,1.57%,"1,512,000"
368,AMYT,Amryt Pharma plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,620.78M,-,7.20,0.70%,"38,604"
369,AMZA,InfraCap MLP ETF,Financial,Exchange Traded Fund,USA,-,-,31.21,2.36%,"53,955"
370,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,854.80B,78.64,85.25,1.74%,"57,433,656"
371,AMZU,Direxion Daily AMZN Bull 1.5X Shares,Financial,Exchange Traded Fund,USA,-,-,13.20,2.33%,"101,367"
372,AN,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,5.20B,4.38,107.14,2.05%,"795,224"
373,ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,834.22M,-,29.23,-0.37%,"130,665"
374,ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,1.19B,9.06,36.02,1.38%,"114,986"
375,ANEB,"Anebulo Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,65.40M,-,2.67,4.90%,"9,747"
376,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,36.78B,32.63,119.77,-0.50%,"995,394"
377,ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,1.05B,54.16,22.26,3.82%,"1,897,954"
378,ANGH,Anghami Inc.,Communication Services,Entertainment,United Arab Emirates,46.60M,-,1.77,-1.12%,"20,501"
379,ANGI,Angi Inc.,Communication Services,Internet Content & Information,USA,1.03B,-,2.23,9.31%,"1,592,676"
380,ANGL,VanEck Fallen Angel High Yield Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.38,0.37%,"4,886,909"
382,ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,533.46M,-,13.28,-2.64%,"186,286"
383,ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,412.77M,-,27.89,-1.31%,"103,489"
384,ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,691.16M,-,39.45,-0.30%,"43,228"
385,ANIX,"Anixa Biosciences, Inc.",Healthcare,Diagnostics & Research,USA,116.78M,-,3.94,3.41%,"33,367"
386,ANNX,"Annexon, Inc.",Healthcare,Biotechnology,USA,261.98M,-,5.45,-0.91%,"25,909"
387,ANPC,"AnPac Bio-Medical Science Co., Ltd.",Healthcare,Biotechnology,China,8.36M,-,4.09,1.62%,"53,000"
388,ANSS,"ANSYS, Inc.",Technology,Software - Application,USA,20.66B,44.47,237.55,0.14%,"208,888"
389,ANTE,AirNet Technology Inc.,Communication Services,Advertising Agencies,China,13.91M,-,1.41,-9.42%,"13,169"
390,ANTX,"AN2 Therapeutics, Inc.",Healthcare,Biotechnology,USA,165.06M,-,9.53,11.99%,"30,091"
391,ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,USA,91.78M,-,13.13,16.81%,"151,630"
392,ANY,Sphere 3D Corp.,Technology,Software - Application,Canada,19.61M,-,0.30,5.33%,"322,275"
393,ANZUU,Anzu Special Acquisition Corp I,Financial,Shell Companies,USA,529.13M,38.75,9.96,-0.10%,200
394,AOA,iShares Core Aggressive Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,59.95,-0.35%,"448,045"
395,AOD,Abrdn Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,831.85M,2.71,7.89,0.77%,"289,153"
396,AOGO,Arogo Capital Acquisition Corp.,Financial,Shell Companies,USA,135.98M,-,10.14,1.30%,10
397,AOK,iShares Core Conservative Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,33.88,-0.41%,"930,906"
398,AOM,iShares Core Moderate Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,38.24,-0.88%,"620,589"
399,AOMR,"Angel Oak Mortgage, Inc.",Real Estate,REIT - Mortgage,USA,120.08M,-,4.84,0.41%,"76,329"
400,AON,Aon plc,Financial,Insurance Brokers,Ireland,62.09B,23.34,300.59,0.15%,"430,019"
402,AORT,"Artivion, Inc.",Healthcare,Medical Devices,USA,495.20M,-,11.83,-3.66%,"129,196"
403,AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,8.59B,18.11,56.90,1.19%,"879,458"
404,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,USA,789.21M,1.79,28.73,-0.21%,"134,853"
405,AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,USA,130.45M,-,9.67,-1.12%,"34,228"
406,AP,Ampco-Pittsburgh Corporation,Industrials,Metal Fabrication,USA,51.19M,-,2.68,1.52%,"30,784"
407,APA,APA Corporation,Energy,Oil & Gas E&P,USA,14.37B,4.52,47.25,5.73%,"5,330,830"
408,APAC,StoneBridge Acquisition Corporation,Financial,Shell Companies,USA,255.53M,28.87,10.25,0.29%,"247,243"
409,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,2.43B,9.01,30.81,1.12%,"269,590"
410,APCA,AP Acquisition Corp.,Financial,Shell Companies,Hong Kong,223.15M,2587.50,10.35,0.29%,10
411,APCX,AppTech Payments Corp.,Technology,Software - Infrastructure,USA,45.31M,-,2.53,-8.33%,"1,452,283"
412,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,69.39B,30.95,312.04,-0.18%,"544,188"
413,APDN,"Applied DNA Sciences, Inc.",Healthcare,Diagnostics & Research,USA,16.90M,-,1.31,0.00%,"65,892"
414,APE,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,2.27B,-,1.73,44.17%,"149,791,776"
415,APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,USA,243.65M,-,12.77,-1.01%,"106,225"
416,APEN,"Apollo Endosurgery, Inc.",Healthcare,Medical Devices,USA,412.59M,-,9.93,0.20%,"175,892"
417,APG,APi Group Corporation,Industrials,Engineering & Construction,USA,4.33B,-,18.60,0.54%,"279,934"
418,APGB,Apollo Strategic Growth Capital II,Financial,Shell Companies,USA,866.84M,47.21,10.06,0.05%,"11,013"
419,APGN,"Apexigen, Inc.",Healthcare,Biotechnology,USA,22.11M,-,0.97,-0.90%,"19,338"
420,APGNW,"Apexigen, Inc.",Healthcare,Biotechnology,USA,-,-,0.04,-19.84%,"22,164"
422,API,"Agora, Inc.",Technology,Software - Application,China,460.09M,-,4.02,1.26%,"347,868"
423,APLD,Applied Digital Corporation,Financial,Capital Markets,USA,180.90M,-,1.92,0.00%,"388,024"
424,APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,3.56B,23.28,15.83,1.74%,"845,683"
425,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,5.71B,-,50.86,-1.59%,"719,318"
426,APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,38.89M,-,0.80,-1.51%,"76,447"
427,APM,Aptorum Group Limited,Healthcare,Biotechnology,United Kingdom,21.10M,-,0.65,10.17%,"34,950"
428,APN,Apeiron Capital Investment Corp.,Financial,Shell Companies,USA,176.64M,28.47,10.25,0.00%,"2,908"
429,APO,"Apollo Global Management, Inc.",Financial,Asset Management,USA,36.49B,-,64.25,0.75%,"778,730"
430,APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,USA,972.16M,14.25,43.87,0.21%,"108,185"
431,APP,AppLovin Corporation,Technology,Software - Application,USA,3.66B,-,9.84,0.00%,"2,601,387"
432,APPF,"AppFolio, Inc.",Technology,Software - Application,USA,3.73B,-,104.58,-1.48%,"47,450"
433,APPH,"AppHarvest, Inc.",Consumer Defensive,Farm Products,USA,60.33M,-,0.57,2.36%,"474,843"
434,APPN,Appian Corporation,Technology,Software - Infrastructure,USA,2.49B,-,33.83,-1.43%,"246,363"
435,APPS,"Digital Turbine, Inc.",Technology,Software - Application,USA,1.44B,27.40,14.11,-3.29%,"1,406,863"
436,APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,18.89M,-,0.37,3.89%,"93,426"
437,APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Internet Retail,USA,37.80M,-,0.97,1.46%,"12,773,154"
438,APT,"Alpha Pro Tech, Ltd.",Industrials,Building Products & Equipment,Canada,50.19M,15.81,4.01,0.12%,"30,517"
439,APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,43.30M,-,0.46,-0.49%,"223,759"
440,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,24.66B,79.08,91.26,0.29%,"1,304,220"
442,APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA,10.70M,1.93,2.07,-1.43%,"112,396"
443,APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts,Taiwan,25.20M,-,1.23,0.56%,"3,750"
444,APXI,APx Acquisition Corp. I,Financial,Shell Companies,Mexico,220.99M,17.61,10.25,-0.10%,"6,504"
445,APXIU,APx Acquisition Corp. I,Financial,Shell Companies,Mexico,221.02M,-,10.25,0.00%,"13,300"
446,APYX,Apyx Medical Corporation,Healthcare,Medical Devices,USA,69.49M,-,1.99,-1.00%,"72,914"
447,AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,USA,62.44M,-,0.76,-13.39%,"554,205"
448,AQMS,"Aqua Metals, Inc.",Industrials,Waste Management,USA,49.70M,-,0.74,16.72%,"1,120,196"
449,AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada,6.05B,100.90,6.76,2.58%,"5,224,651"
450,AQNU,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada,4.54B,46.12,23.80,2.72%,"18,025"
451,AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA,49.40M,-,0.93,1.85%,"280,652"
452,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,4.83B,68.93,39.84,0.58%,"483,688"
453,AR,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,9.77B,5.32,33.93,4.24%,"3,440,749"
454,ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA,78.40M,-,1.27,-3.05%,"72,935"
